cluster	1__fliC__fliC_H9__72
cluster_1	3__fllA__fllA_H55__79
cluster_10	8__wzx__wzx_Onovel8__546
cluster_100	9__wzy__wzy_O36__440
cluster_101	1__fliC__fliC_H31__30
cluster_102	8__wzx__wzx_O114__129
cluster_103	8__wzx__wzx_O158__185
cluster_104	8__wzx__wzx_O163__190
cluster_105	8__wzx__wzx_O166__194
cluster_106	8__wzx__wzx_O184__214
cluster_107	8__wzx__wzx_Onovel23__577
cluster_108	8__wzx__wzx_O102__111	8__wzx__wzx_O102__112
cluster_109	8__wzx__wzx_O110__123
cluster_11	9__wzy__wzy_O5__455
cluster_110	8__wzx__wzx_O165__193
cluster_111	8__wzx__wzx_O54__259
cluster_112	1__fliC__fliC_H19__16	1__fliC__fliC_H19__17
cluster_113	1__fliC__fliC_H18__15
cluster_114	8__wzx__wzx_O65__274
cluster_115	8__wzx__wzx_O70__281
cluster_116	8__wzx__wzx_O8__290
cluster_117	8__wzx__wzx_Onovel2__531
cluster_118	9__wzy__wzy_O123_O186_Gp5__342
cluster_119	9__wzy__wzy_O167__395
cluster_12	9__wzy__wzy_Onovel4__537
cluster_120	9__wzy__wzy_O181__412
cluster_121	9__wzy__wzy_O8__487
cluster_122	9__wzy__wzy_O96__502
cluster_123	8__wzx__wzx_O160__188
cluster_124	1__fliC__fliC_H14__10
cluster_125	8__wzx__wzx_O16__187
cluster_126	8__wzx__wzx_O170__199
cluster_127	8__wzx__wzx_O18_Gp12__209	8__wzx__wzx_O18ab__218
cluster_128	8__wzx__wzx_O96__305
cluster_129	8__wzx__wzx_Onovel26__582
cluster_13	1__fliC__fliC_H30__29	1__fliC__fliC_H32__31
cluster_130	8__wzx__wzx_Onovel4__538
cluster_131	9__wzy__wzy_O39__443
cluster_132	8__wzx__wzx_O142__164
cluster_133	8__wzx__wzx_O15__173
cluster_134	8__wzx__wzx_O33__237
cluster_135	1__fliC__fliC_H6__60
cluster_136	8__wzx__wzx_O36__240
cluster_137	8__wzx__wzx_Onovel14__558
cluster_138	8__wzx__wzx_Onovel5__540
cluster_139	8__wzx__wzx_O100__110
cluster_14	8__wzx__wzx_O140__162
cluster_140	8__wzx__wzx_O133__154
cluster_141	8__wzx__wzx_O141__163
cluster_142	8__wzx__wzx_O161__189
cluster_143	8__wzx__wzx_Onovel13__556
cluster_144	8__wzx__wzx_Onovel9__549
cluster_145	9__wzy__wzy_O153var2__512	9__wzy__wzy_O8__486
cluster_146	1__fliC__fliC_H34__33	1__fliC__fliC_H34__34
cluster_147	8__wzx__wzx_O136__158
cluster_148	8__wzx__wzx_O145__167	8__wzx__wzx_O145__168
cluster_149	8__wzx__wzx_O176__206
cluster_15	8__wzx__wzx_O43__248
cluster_150	8__wzx__wzx_O4__244
cluster_151	8__wzx__wzx_O76__286
cluster_152	8__wzx__wzx_OgN12__594
cluster_153	8__wzx__wzx_Onovel15__560
cluster_154	9__wzy__wzy_O108__320
cluster_155	9__wzy__wzy_O139__361
cluster_156	8__wzx__wzx_O106_Gp9__118	8__wzx__wzx_O17_O77_Gp9__198	8__wzx__wzx_O44_Gp9__249	8__wzx__wzx_O73_Gp9__283
cluster_157	8__wzx__wzx_O124_Gp13__141	8__wzx__wzx_O164_Gp13__191	8__wzx__wzx_O164_Gp13__192
cluster_158	8__wzx__wzx_O11__122
cluster_159	8__wzx__wzx_O21__222
cluster_16	1__fliC__fliC_H56__59	1__fliC__fliC_H5__54	1__fliC__fliC_H5__55
cluster_160	8__wzx__wzx_O22__223	8__wzx__wzx_O22__523	9__wzy__wzy_O22__424
cluster_161	9__wzy__wzy_O11__322
cluster_162	9__wzy__wzy_O163__390
cluster_163	9__wzy__wzy_O83__491
cluster_164	9__wzy__wzy_Onovel7__543
cluster_165	8__wzx__wzx_O147__170
cluster_166	8__wzx__wzx_O37__241
cluster_167	8__wzx__wzx_Onovel24__578
cluster_168	2__flkA__flkA_H3__73
cluster_169	9__wzy__wzy_O136__358
cluster_17	9__wzy__wzy_O63__469	9__wzy__wzy_O63__470
cluster_170	9__wzy__wzy_O168__396
cluster_171	9__wzy__wzy_O27__429
cluster_172	9__wzy__wzy_O76__483
cluster_173	8__wzx__wzx_O153_O178_Gp11__176
cluster_174	8__wzx__wzx_O28ac_Gp2__232	8__wzx__wzx_O28ac_O42_Gp2__231	8__wzx__wzx_O42_Gp2__247
cluster_175	8__wzx__wzx_O53__258
cluster_176	8__wzx__wzx_O82__293
cluster_177	8__wzx__wzx_Onovel6__542
cluster_178	9__wzy__wzy_O64__471
cluster_179	1__fliC__fliC_H16__12	1__fliC__fliC_H16__13	1__fliC__fliC_H16__14
cluster_18	8__wzx__wzx_O38__242
cluster_180	9__wzy__wzy_O81__489
cluster_181	8__wzx__wzx_O1__108
cluster_182	8__wzx__wzx_O61__269
cluster_183	9__wzy__wzy_O137_Gp1__359	9__wzy__wzy_O20_Gp1__422
cluster_184	9__wzy__wzy_O182__413
cluster_185	9__wzy__wzy_O30__435
cluster_186	9__wzy__wzy_O38__442
cluster_187	9__wzy__wzy_O80__488
cluster_188	8__wzx__wzx_O48__254
cluster_189	8__wzx__wzx_Onovel17__565
cluster_19	9__wzy__wzy_O131__354
cluster_190	8__wzx__wzx_O51__257
cluster_191	8__wzx__wzx_O118_Gp3__133
cluster_192	8__wzx__wzx_O139__161
cluster_193	8__wzx__wzx_O80__291
cluster_194	8__wzx__wzx_O85__296
cluster_195	8__wzx__wzx_Onovel1__527	8__wzx__wzx_Onovel1__530
cluster_196	9__wzy__wzy_O109__321
cluster_197	9__wzy__wzy_O28ab__430
cluster_198	9__wzy__wzy_Onovel15__561
cluster_199	8__wzx__wzx_O107__Gp8__119	8__wzx__wzx_O117_Gp8__132
cluster_2	1__fliC__fliC_H46__49	1__fliC__fliC_H46__50
cluster_20	9__wzy__wzy_Onovel2__532
cluster_200	8__wzx__wzx_O22__224	9__wzy__wzy_O22__524
cluster_201	4__flmA__flmA_H54__80
cluster_202	9__wzy__wzy_Onovel26__583
cluster_203	9__wzy__wzy_O25__427	9__wzy__wzy_Onovel31__526
cluster_204	7__wzt__wzt_O8__100	7__wzt__wzt_O8__99
cluster_205	8__wzx__wzx_O152__175
cluster_206	8__wzx__wzx_O62_Gp14__270	8__wzx__wzx_O68_Gp14__276
cluster_207	9__wzy__wzy_O138__360
cluster_208	9__wzy__wzy_O32__436
cluster_209	9__wzy__wzy_O43__447
cluster_21	7__wzt__wzt_O99__107
cluster_210	9__wzy__wzy_O91__500
cluster_211	9__wzy__wzy_Onovel8__547
cluster_212	8__wzx__wzx_O146__169
cluster_213	7__wzt__wzt_O60__98
cluster_214	9__wzy__wzy_O144__366
cluster_215	9__wzy__wzy_OgN31__597
cluster_216	8__wzx__wzx_O143__165
cluster_217	8__wzx__wzx_O23__225
cluster_218	8__wzx__wzx_O30__235
cluster_219	8__wzx__wzx_O35__239
cluster_22	8__wzx__wzx_O134_Gp6__155	8__wzx__wzx_O46_Gp6__253
cluster_220	9__wzy__wzy_O110__323
cluster_221	9__wzy__wzy_O116var1__504
cluster_222	9__wzy__wzy_O156__380
cluster_223	3__fllA__fllA_H44__78
cluster_224	8__wzx__wzx_O75__285
cluster_225	9__wzy__wzy_O40__445	9__wzy__wzy_O40__518
cluster_226	8__wzx__wzx_O108__120
cluster_227	8__wzx__wzx_O86__297	8__wzx__wzx_O86__298	8__wzx__wzx_O86__299
cluster_228	9__wzy__wzy_O119__335
cluster_229	9__wzy__wzy_O33__437
cluster_23	8__wzx__wzx_O172__201
cluster_230	9__wzy__wzy_Onovel24__579
cluster_231	8__wzx__wzx_O173__202
cluster_232	8__wzx__wzx_O56__263
cluster_233	8__wzx__wzx_O93__304
cluster_234	9__wzy__wzy_O132__355
cluster_235	5__flnA__flnA_H17__81
cluster_236	1__fliC__fliC_H25__24
cluster_237	9__wzy__wzy_O41__446
cluster_238	8__wzx__wzx_O24__226
cluster_239	8__wzx__wzx_O148__171
cluster_24	1__fliC__fliC_H45__48
cluster_240	9__wzy__wzy_O108var1__514
cluster_241	9__wzy__wzy_O121__338	9__wzy__wzy_O121__339	9__wzy__wzy_O121__340	9__wzy__wzy_O121__341
cluster_242	9__wzy__wzy_O140__362
cluster_243	9__wzy__wzy_O18_Gp12__409	9__wzy__wzy_O18ab__418	9__wzy__wzy_O18ac__419
cluster_244	8__wzx__wzx_O153var2__511	8__wzx__wzx_O8__289
cluster_245	8__wzx__wzx_O58__264
cluster_246	8__wzx__wzx_O10__109
cluster_247	9__wzy__wzy_O113__328
cluster_248	9__wzy__wzy_O145__367	9__wzy__wzy_O145__368
cluster_249	9__wzy__wzy_O147__370
cluster_25	8__wzx__wzx_O81__292
cluster_250	9__wzy__wzy_O161__389
cluster_251	9__wzy__wzy_O4__444
cluster_252	9__wzy__wzy_Onovel1__528	9__wzy__wzy_Onovel1__529
cluster_253	8__wzx__wzx_O149__172
cluster_254	9__wzy__wzy_O124var1__506
cluster_255	9__wzy__wzy_O157__381	9__wzy__wzy_O157__382	9__wzy__wzy_O157__383	9__wzy__wzy_O157__384
cluster_256	9__wzy__wzy_O142__364
cluster_257	8__wzx__wzx_O144__166
cluster_258	8__wzx__wzx_O153var1__509
cluster_259	9__wzy__wzy_O112__327
cluster_26	8__wzx__wzx_O98__306
cluster_260	9__wzy__wzy_O146__369
cluster_261	9__wzy__wzy_O153var1__510
cluster_262	9__wzy__wzy_O15__373
cluster_263	9__wzy__wzy_OgN9__593
cluster_264	9__wzy__wzy_Onovel22__574
cluster_265	9__wzy__wzy_O172__401
cluster_266	9__wzy__wzy_O74__481
cluster_267	9__wzy__wzy_O7__476	9__wzy__wzy_O7__477
cluster_268	8__wzx__wzx_O69__277
cluster_269	9__wzy__wzy_O170__399
cluster_27	1__fliC__fliC_H39__39
cluster_270	9__wzy__wzy_Onovel9__548
cluster_271	9__wzy__wzy_O100__309
cluster_272	9__wzy__wzy_O59__464
cluster_273	9__wzy__wzy_Onovel21__573
cluster_274	9__wzy__wzy_O127_Gp4__348	9__wzy__wzy_O127_Gp4__349	9__wzy__wzy_O90_Gp4__499
cluster_275	9__wzy__wzy_O16__387
cluster_276	9__wzy__wzy_O29__433
cluster_277	9__wzy__wzy_Onovel6__541
cluster_278	8__wzx__wzx_O79__288
cluster_279	9__wzy__wzy_O93__501
cluster_28	9__wzy__wzy_Onovel16__562
cluster_280	9__wzy__wzy_O116__331
cluster_281	9__wzy__wzy_O133__356
cluster_282	9__wzy__wzy_O61__467
cluster_283	9__wzy__wzy_Onovel11__552
cluster_284	9__wzy__wzy_Onovel18__566
cluster_285	8__wzx__wzx_O2var1__507
cluster_286	9__wzy__wzy_O49__454
cluster_287	9__wzy__wzy_O87__497
cluster_288	9__wzy__wzy_O98__503
cluster_289	8__wzx__wzx_O87__300
cluster_29	7__wzt__wzt_O9__102	7__wzt__wzt_O9__103	7__wzt__wzt_O9__522
cluster_290	2__flkA__flkA_H35__74
cluster_291	9__wzy__wzy_O158__385
cluster_292	9__wzy__wzy_O171__400
cluster_293	9__wzy__wzy_O84__492
cluster_294	9__wzy__wzy_O103__312	9__wzy__wzy_O103__313	9__wzy__wzy_O103__314	9__wzy__wzy_O103__315
cluster_295	9__wzy__wzy_O129_Gp10__351	9__wzy__wzy_O129_O13_O135_Gp10__352
cluster_296	9__wzy__wzy_O45__448	9__wzy__wzy_O45__450	9__wzy__wzy_O45__451
cluster_297	9__wzy__wzy_O148__371
cluster_298	9__wzy__wzy_Onovel29__588
cluster_299	8__wzx__wzx_O156__179
cluster_3	9__wzy__wzy_O180__410	9__wzy__wzy_O180__411
cluster_30	8__wzx__wzx_O104__115	8__wzx__wzx_O104__116
cluster_300	9__wzy__wzy_O134_Gp6__357	9__wzy__wzy_O46_Gp6__452
cluster_301	1__fliC__fliC_H43__47
cluster_302	9__wzy__wzy_O174__403	9__wzy__wzy_O174__520
cluster_303	9__wzy__wzy_O37__441
cluster_304	9__wzy__wzy_O102__310	9__wzy__wzy_O102__311
cluster_305	9__wzy__wzy_O175__404
cluster_306	9__wzy__wzy_O19__420
cluster_307	8__wzx__wzx_O108var1__513	8__wzx__wzx_O108var1__545
cluster_308	8__wzx__wzx_Onovel10__551
cluster_309	9__wzy__wzy_O48__453
cluster_31	8__wzx__wzx_O154__177
cluster_310	9__wzy__wzy_O78__484
cluster_311	9__wzy__wzy_O85__493
cluster_312	8__wzx__wzx_O150__174
cluster_313	9__wzy__wzy_O130__353
cluster_314	9__wzy__wzy_O69__475
cluster_315	9__wzy__wzy_Onovel20__571
cluster_316	9__wzy__wzy_O104__316
cluster_317	9__wzy__wzy_Onovel30__590
cluster_318	2__flkA__flkA_H47__76
cluster_319	9__wzy__wzy_O141__363
cluster_32	9__wzy__wzy_O53__458
cluster_320	9__wzy__wzy_O62_Gp14__468	9__wzy__wzy_O68_Gp14__474
cluster_321	9__wzy__wzy_O124_Gp13__343	9__wzy__wzy_O164_Gp13__391	9__wzy__wzy_O164_Gp13__392
cluster_322	9__wzy__wzy_O12__336
cluster_323	8__wzx__wzx_O49__255
cluster_324	9__wzy__wzy_O179__408
cluster_325	9__wzy__wzy_O118_Gp3__334	9__wzy__wzy_O151_Gp3__375
cluster_326	9__wzy__wzy_O160__388
cluster_327	9__wzy__wzy_O150__374
cluster_328	9__wzy__wzy_O153_Gp11__377	9__wzy__wzy_O178_Gp11__407
cluster_329	9__wzy__wzy_O45__449
cluster_33	9__wzy__wzy_O71__479
cluster_330	9__wzy__wzy_O79__485
cluster_331	9__wzy__wzy_O112__326
cluster_332	9__wzy__wzy_O3__434
cluster_333	9__wzy__wzy_O143__365
cluster_334	1__fliC__fliC_H51__56	1__fliC__fliC_H51__57
cluster_335	1__fliC__fliC_H2__18	1__fliC__fliC_H2__19
cluster_336	9__wzy__wzy_O21__423
cluster_337	9__wzy__wzy_O82__490
cluster_338	9__wzy__wzy_O173__402
cluster_339	9__wzy__wzy_O152__376
cluster_34	1__fliC__fliC_H33__32
cluster_340	9__wzy__wzy_O166__394
cluster_341	9__wzy__wzy_O75__482
cluster_342	9__wzy__wzy_O115__330
cluster_343	9__wzy__wzy_Onovel5__539
cluster_344	9__wzy__wzy_O149__372
cluster_345	9__wzy__wzy_OgN12__595
cluster_346	1__fliC__fliC_H48__51
cluster_347	9__wzy__wzy_O54__459
cluster_348	9__wzy__wzy_O111__324	9__wzy__wzy_O111__325
cluster_349	9__wzy__wzy_O169_Gp16__397	9__wzy__wzy_O183_Gp16__414
cluster_35	1__fliC__fliC_H49__52	1__fliC__fliC_H49__53
cluster_350	9__wzy__wzy_O24__426
cluster_351	9__wzy__wzy_Onovel12__554
cluster_352	1__fliC__fliC_H4__40	1__fliC__fliC_H4__41	1__fliC__fliC_H4__42
cluster_353	9__wzy__wzy_O56__462
cluster_354	9__wzy__wzy_O2var1__508
cluster_355	9__wzy__wzy_O10__308
cluster_356	9__wzy__wzy_O126__346	9__wzy__wzy_O126__347
cluster_357	8__wzx__wzx_O3__234
cluster_358	9__wzy__wzy_O128__350
cluster_359	9__wzy__wzy_Onovel25__580
cluster_36	8__wzx__wzx_O155__178
cluster_360	9__wzy__wzy_O154__378
cluster_361	9__wzy__wzy_O51__457
cluster_362	9__wzy__wzy_Onovel17__564
cluster_363	9__wzy__wzy_O105__317
cluster_364	9__wzy__wzy_O23__425
cluster_365	9__wzy__wzy_O26__428
cluster_366	9__wzy__wzy_O34__438
cluster_367	9__wzy__wzy_O35__439
cluster_368	8__wzx__wzx_O115__130
cluster_369	9__wzy__wzy_Onovel3__534	9__wzy__wzy_Onovel3__535
cluster_37	8__wzx__wzx_O27__229
cluster_370	9__wzy__wzy_O159__386
cluster_371	9__wzy__wzy_Onovel13__557
cluster_372	9__wzy__wzy_Onovel28__586
cluster_373	9__wzy__wzy_O1__307
cluster_374	9__wzy__wzy_O55__460	9__wzy__wzy_O55__461
cluster_375	7__wzt__wzt_O52__97
cluster_376	9__wzy__wzy_O2_Gp7__421	9__wzy__wzy_O50_Gp7__456
cluster_377	9__wzy__wzy_O155__379
cluster_378	6__wzm__wzm_O95__92
cluster_379	8__wzx__wzx_O119__134
cluster_38	9__wzy__wzy_O177__406
cluster_380	6__wzm__wzm_O92__91
cluster_381	6__wzm__wzm_O60__85
cluster_382	6__wzm__wzm_O8__86	6__wzm__wzm_O8__87
cluster_383	6__wzm__wzm_O99__94
cluster_384	9__wzy__wzy_O124_Gp13__344
cluster_385	6__wzm__wzm_O9__521	6__wzm__wzm_O9__89	6__wzm__wzm_O9__90
cluster_386	6__wzm__wzm_O101_Gp15__82	6__wzm__wzm_O162_Gp15__83	6__wzm__wzm_O89_Gp15__88	7__wzt__wzt_Onovel32__516
cluster_387	6__wzm__wzm_O52__84
cluster_388	6__wzm__wzm_Onovel32__515	7__wzt__wzt_O101_Gp15__95	7__wzt__wzt_O162_Gp15__96	7__wzt__wzt_O89_Gp15__101
cluster_389	7__wzt__wzt_O92__104
cluster_39	8__wzx__wzx_O132__153
cluster_390	8__wzx__wzx_O126__143	8__wzx__wzx_O126__144
cluster_391	6__wzm__wzm_O97__93
cluster_392	7__wzt__wzt_O95__105
cluster_393	7__wzt__wzt_O97__106
cluster_394	8__wzx__wzx_O120__136
cluster_395	1__fliC__fliC_H40__43	1__fliC__fliC_H40__44	1__fliC__fliC_H8__70	1__fliC__fliC_H8__71
cluster_396	8__wzx__wzx_O39__243
cluster_397	1__fliC__fliC_H11__5	1__fliC__fliC_H11__6
cluster_398	1__fliC__fliC_H12__7	1__fliC__fliC_H12__8	1__fliC__fliC_H12__9	1__fliC__fliC_H1__1	1__fliC__fliC_H1__2
cluster_399	8__wzx__wzx_O123_Gp5__138	8__wzx__wzx_O123_Gp5__139	8__wzx__wzx_O123_Gp5__140	8__wzx__wzx_O186_Gp5__216
cluster_4	9__wzy__wzy_O58__463
cluster_40	8__wzx__wzx_O169_Gp16__197
cluster_400	8__wzx__wzx_Onovel22__575
cluster_401	8__wzx__wzx_O179__208
cluster_402	8__wzx__wzx_O32__236
cluster_403	8__wzx__wzx_O88__301
cluster_404	8__wzx__wzx_Onovel30__591
cluster_405	8__wzx__wzx_O128__148
cluster_406	8__wzx__wzx_O83__294
cluster_407	8__wzx__wzx_O185__215
cluster_408	8__wzx__wzx_Onovel28__587
cluster_409	1__fliC__fliC_H23__22
cluster_41	8__wzx__wzx_O59__265
cluster_410	8__wzx__wzx_O7__278	8__wzx__wzx_O7__279	8__wzx__wzx_O7__280
cluster_411	8__wzx__wzx_O105__117
cluster_412	8__wzx__wzx_O116__131	8__wzx__wzx_OgN31__596
cluster_413	8__wzx__wzx_O116var1__505
cluster_414	8__wzx__wzx_O112__127
cluster_415	8__wzx__wzx_O113__128
cluster_416	8__wzx__wzx_O78__287
cluster_417	8__wzx__wzx_O183_Gp16__213
cluster_418	8__wzx__wzx_OgN9__592
cluster_419	8__wzx__wzx_O175__205
cluster_42	8__wzx__wzx_O64__273
cluster_420	1__fliC__fliC_H7__61	1__fliC__fliC_H7__62	1__fliC__fliC_H7__63	1__fliC__fliC_H7__64	1__fliC__fliC_H7__65	1__fliC__fliC_H7__66	1__fliC__fliC_H7__67	1__fliC__fliC_H7__68	1__fliC__fliC_H7__69
cluster_421	8__wzx__wzx_Onovel27__584
cluster_422	8__wzx__wzx_O29__233
cluster_423	8__wzx__wzx_Onovel11__553
cluster_424	9__wzy__wzy_O86__494	9__wzy__wzy_O86__495	9__wzy__wzy_O86__496
cluster_425	8__wzx__wzx_O121__137
cluster_426	8__wzx__wzx_O84__295
cluster_427	8__wzx__wzx_O112__126
cluster_428	8__wzx__wzx_O157__180	8__wzx__wzx_O157__181	8__wzx__wzx_O157__182	8__wzx__wzx_O157__183	8__wzx__wzx_O157__184
cluster_429	9__wzy__wzy_Onovel14__559
cluster_43	1__fliC__fliC_H42__46
cluster_430	1__fliC__fliC_H24__23
cluster_431	1__fliC__fliC_H28__27
cluster_432	8__wzx__wzx_O137_Gp1__159	8__wzx__wzx_O20_Gp1__221
cluster_433	1__fliC__fliC_H21__21
cluster_434	8__wzx__wzx_O159__186
cluster_435	9__wzy__wzy_O28ac_Gp2__432	9__wzy__wzy_O28ac_O42_Gp2__431
cluster_436	9__wzy__wzy_O185__416
cluster_437	8__wzx__wzx_Onovel29__589
cluster_438	1__fliC__fliC_H27__26
cluster_439	8__wzx__wzx_O109__121
cluster_44	8__wzx__wzx_O40__245	8__wzx__wzx_O40__517
cluster_440	1__fliC__fliC_H38__36	1__fliC__fliC_H38__37	1__fliC__fliC_H38__38
cluster_441	1__fliC__fliC_H52__58
cluster_442	1__fliC__fliC_H20__20
cluster_443	8__wzx__wzx_O182__212
cluster_444	9__wzy__wzy_O184__415
cluster_445	9__wzy__wzy_O6__465	9__wzy__wzy_O6__466
cluster_446	9__wzy__wzy_Onovel19__568
cluster_447	8__wzx__wzx_O66__275
cluster_448	9__wzy__wzy_O165__393
cluster_449	1__fliC__fliC_H29__28
cluster_45	8__wzx__wzx_Onovel20__570
cluster_450	9__wzy__wzy_O106_Gp9__318	9__wzy__wzy_O17_O44_O77_Gp9__398	9__wzy__wzy_O73_Gp9__480
cluster_451	9__wzy__wzy_O114__329
cluster_452	9__wzy__wzy_O176__405
cluster_46	1__fliC__fliC_H15__11
cluster_47	8__wzx__wzx_Onovel21__572
cluster_48	9__wzy__wzy_O70__478
cluster_49	8__wzx__wzx_O138__160
cluster_5	9__wzy__wzy_O107_Gp8__319	9__wzy__wzy_O117_Gp8__332	9__wzy__wzy_O117_Gp8__333
cluster_50	8__wzx__wzx_O174__203	8__wzx__wzx_O174__204	8__wzx__wzx_O174__519
cluster_51	8__wzx__wzx_O55__260	8__wzx__wzx_O55__261	8__wzx__wzx_O55__262
cluster_52	8__wzx__wzx_Onovel3__533	8__wzx__wzx_Onovel3__536
cluster_53	9__wzy__wzy_O187__417
cluster_54	8__wzx__wzx_O130__151
cluster_55	8__wzx__wzx_O71__282
cluster_56	9__wzy__wzy_O88__498
cluster_57	1__fliC__fliC_H37__35
cluster_58	2__flkA__flkA_H53__77
cluster_59	8__wzx__wzx_O125__142
cluster_6	9__wzy__wzy_O125__345
cluster_60	8__wzx__wzx_O127_Gp4__145	8__wzx__wzx_O127_Gp4__146	8__wzx__wzx_O127_Gp4__147	8__wzx__wzx_O90_Gp4__302
cluster_61	8__wzx__wzx_O168__196
cluster_62	8__wzx__wzx_O181__211
cluster_63	8__wzx__wzx_Onovel25__581
cluster_64	9__wzy__wzy_O65__472
cluster_65	8__wzx__wzx_O131__152
cluster_66	9__wzy__wzy_Onovel23__576
cluster_67	8__wzx__wzx_O103__113	8__wzx__wzx_O103__114
cluster_68	1__fliC__fliC_H41__45
cluster_69	8__wzx__wzx_O111__124	8__wzx__wzx_O111__125
cluster_7	9__wzy__wzy_Onovel27__585
cluster_70	8__wzx__wzx_O167__195
cluster_71	8__wzx__wzx_O171__200
cluster_72	8__wzx__wzx_O177__207
cluster_73	8__wzx__wzx_O187__217
cluster_74	8__wzx__wzx_O91__303
cluster_75	8__wzx__wzx_Onovel12__555
cluster_76	8__wzx__wzx_Onovel16__563
cluster_77	9__wzy__wzy_Onovel10__550
cluster_78	1__fliC__fliC_H10__3	1__fliC__fliC_H10__4
cluster_79	1__fliC__fliC_H26__25
cluster_8	8__wzx__wzx_O41__246
cluster_80	8__wzx__wzx_O26__228
cluster_81	8__wzx__wzx_O2_O50_Gp7__220
cluster_82	8__wzx__wzx_O45__251
cluster_83	8__wzx__wzx_O63__271	8__wzx__wzx_O63__272
cluster_84	8__wzx__wzx_Onovel7__544
cluster_85	9__wzy__wzy_O66__473
cluster_86	8__wzx__wzx_O12__135
cluster_87	8__wzx__wzx_O180__210
cluster_88	8__wzx__wzx_O25__227	8__wzx__wzx_Onovel31__525
cluster_89	8__wzx__wzx_O28ab__230
cluster_9	8__wzx__wzx_Onovel18__567
cluster_90	2__flkA__flkA_H36__75
cluster_91	8__wzx__wzx_O45__250	8__wzx__wzx_O45__252
cluster_92	8__wzx__wzx_O74__284
cluster_93	8__wzx__wzx_Onovel19__569
cluster_94	9__wzy__wzy_O120__337
cluster_95	8__wzx__wzx_O129_Gp10__149	8__wzx__wzx_O129_O13_Gp10__150	8__wzx__wzx_O135_Gp10__156	8__wzx__wzx_O135_Gp10__157
cluster_96	8__wzx__wzx_O19__219
cluster_97	8__wzx__wzx_O34__238
cluster_98	8__wzx__wzx_O5__256
cluster_99	8__wzx__wzx_O6__266	8__wzx__wzx_O6__267	8__wzx__wzx_O6__268
